Field,Our Data,Annotated Data,Similarity
action_sequence,"a truck ploughed through a mosque in banur bazar area in sitakundu upazila on monday morning. the deceased was identified as faridul islam, 25, son of late nur mohammad.","<the bodies of two students, who went missing after a collision between two speedboats in kaptai lake on friday, have been recovered. the deceased were liton chakma, 20, and elina chakma, 20, residents of baghaichhari and borokol upazilas respectively and students of higher secondary certificate level of open university. the body of liton was recovered by fishermen early sunday while and the body of elina by fire service workers on sunday morning. ariful islam, officer-in-charge of langadu police station, said they in association with the fire service men carried out search operation till saturday evening since friday afternoon but failed. on friday afternoon, seven people were injured and two others went missing in a head-on collision between a passenger carrying speedboat and a goods-laden boat in kaptai lake. the passenger carrying boat was heading towards langadu upazila from rangamati sadar. seven out of total nine passengers of the boat managed to swim ashore while the reset went missing.>",47
action_sequence,a 60-year-old woman was killed when a speeding bus hit her in dhaka's elephant road. rokeya begum lived in a rented house in demra's konapara along with her daughter. she used to,"<two people were killed along with seven cattle as a truck carrying the animals lost control and crashed into a roadside tree at chuadanga sadar upazila early friday. cattle trader ashraful haque,50, and monir hossain,45, from meherpur district died in the accident. seven of the cattle also perished, police and fire service said. the accident occurred around 3 am on chuadanga-meherpur regional road as the truck carrying 19 cattle lost control and hit a roadside tree near a filling station at alukdia area, said md rafiquzzaman, deputy assistant director of chuadanga fire service and civil defence. two other injured in the accident kalam, 40, and minarul islam,41, were admitted to chuadanga sadar hospital. mahabubur rahman kajal, officer-in-charge of chuadanga sadar police station said the ashraful died on the spot while monir died under treatment at the hospital.>",35
action_sequence,thirty-five foreigners were killed and four others injured when a bus collided with another heavy vehicle. foreign minister dr ak abdul momen prayed for salvation of the departed souls.,"<a tourist was killed and six others were injured when a chander gari( a vehicle that usually carries tourists) fell into a ditch while returning from sajek on wednesday. the deceased was identified as mohammad sagar ahmed, 32. according to atulal chakma, chairman of sajek union parishad, the accident occurred around 11:00am when the chander gari reached house para from sajeks ruilui para, overturned and fell into a ditch. upon receiving information from the locals, a team of bangladesh army and police rescued the injured people and took them to dighinala upazila health complex for treatment. sagar died while undergoing treatment there, atulal said. officer-in-charge (oc) of sajek police station nurul haque confirmed the matter saying that all the victims of the road crash were residents of dhaka city.>",47
action_sequence,"a van driver died after his vehicle was hit by a speeding truck in kushtia. the deceased was identified as shahed ali, 40, son of chand ali of mahendrapur village. the accident occurred in the bottoil","<the death toll from the trawler capsize in the karnaphuli river of chattogram rose to seven with the recovery of two more bodies on saturday. the deceased were identified as abdul motaleb, 60, and pradeep chowdhury, 55, from dakkhin char aisha village of bholas charfession upazila. fire service members recovered the bodies from the river in patenga area in the morning, said abdul malek, assistant director of chattogram fire service and civil defense. after four days of relentless efforts, weve declared our rescue operation completed as all the seven bodies have been recovered, he added. on tuesday, seven people went missing as mv magferat, sank in the river around 1:30 am while trying to dock for maintenance near ichhanagar village of the karnaphuli upazila. nine people, including the chief engineer, managed to swim ashore. in a joint operation, river police, bangladesh coast guard and fire service members recovered five bodies till friday.>",44
action_sequence,"a minor girl was killed and three other people were injured following a collision between two speedboats in the meghna river of hijla upazila. the deceased was identified as rajia,11, daughter of bellal r","<at least seven people have been burnt after a cylinder-carrying covered van caught fire while refueling gas at a filling station in gazipur on thursday. according to locals, the covered van caught fire soon after it entered wahed ali filling station in gazipurs borobari area. seven people who were sitting inside the covered van were soon engulfed by the fire. they were rushed to tahirunnesa memorial medical college hospital (tmmch) and were later shifted to sheikh hasina national institute of burn and plastic surgery for better treatment, said locals. three firefighting units brought the blaze under controlaround 8:00pm, said iqbal hossain, senior station officer of tongi fire service and civil defense. mainul islam, a doctor at tmmch, said that five of the injured were shifted to dhaka after receiving treatment at their hospital. another person who had 40 percent burn injuries was immediately sent to sheikh hasina burn institute from the hospitals gate, mainul added. shuvo debnath, a duty doctor at sheikh hasina burn institute, said that tracheas of the five injured have been completely burnt in the accident. all of the injured have sustained 30 percent to 100 percent burn injuries. they are currently undergoing treatment in a critical condition, said shuvo.>",38
action_sequence,"the incident occurred on the rajshahi-chapainawabganj highway at jamdani intersection. the child was identified as tawfiq, 5, son of md. babu in charghat area of","<at least 15 shops were gutted in a fire at bangabaria bazar in sadar upazila of the natore district early sunday. sources said the fire broke out from an electric short-circuit at a shop of the market around 1am and it quickly engulfed the other shops. akhtar hamid khan, senior station officer of natore fire service, said on information a fire fighting team from the station rushed to the spot and put out the fire with the help of locals after about anhour. some 15 shops, mostly selling garment products, medicine and shoes, were burnt in the fire, he said, adding that the extent of damage in the incident could not be fixed immediately.>",28
action_sequence,"the deceased included six passengers of cng auto-rickshaw and the driver of the microbus. four of the deceased were identified as md. kalan mia, 35, son of shahjahan mia of islampur village","<a fire that broke out at a colony in sylhet citys pathantula area on friday has made five families destitute in the blink of an eye. according to shahidul islam, a unit leader of sylhet fire service and civil defense, three firefighting units brought the blaze under control around 8:00pm after an hours efforts. although no casualties have been reported as of filing this story, the scale of losses is yet to be ascertained.the fire engulfed faruk mias colony adjacent to the south gate of ragib-rabeya medical college hospital on friday evening. the blaze quickly spread to the nearby installations, including a residential building for the students of the medical college, shahidul said. shahidul added they are suspecting that an electrical short circuit had caused the fire. no one was hurt in the accident. however, the entire colony has been reduced to ashes. besides, the nearby residential hall for the medical students has also been damaged. moreover, five families who were living in the colony have lost everything in the fire, added shahidul.>",22
action_sequence,"a van driver was killed as a speedy truck knocked him down while he was crossing a road at malibagh in the city early saturday. the deceased was identified as md mamun, 35, son of abdul jalil of bau","<three twelfth-graders of the same educational institution were killed after a truck mowed them down on their motorcycle on the benapole-jashore highway friday night, police said. the accident claimed the lives of asif, arman, and salman all twelfth-grade students at jashore sadar upazilas natunhat public college. the crash occurred at 9:15pm in the natunhat gazir dorga as the truck ran over the twelfth-graders after hitting their motorcycle. asif and armaan died on the spot. salman succumbed to his injuries at jashore general hospital, navaran highway police station officer-in-charge mizanur rahman said. legal action will be taken in connection with the accident, he added.>",36
action_sequence,a truck driver's helper was killed and 10 other people including the driver were injured as he lost control of his vehicle and hit a microbus and another truck on the dhaka-chattogram highway in sitakunda.,"<firefighters have successfully extinguished a fire that broke out at the banani outlet of star kabab and restaurant this evening. according to anwarul islam, warehouse inspector of fire service and civil defense media cell, the restaurant at bananis road no 17 caught fire around 7:39pm. the first unit of fire service reached the spot at 7:57pm. after trying for 20 minutes, two firefighting units brought the blaze under control at about 8:18pm, said anwarul. no casualties have been reported yet, added the fire service official.>",20
action_sequence,a truck driver and his helper were killed as the vehicle collided head-on with a covered van on dhaka-tangail highway. the identities of the deceased could not be known yet.,"<four people, including a policeman, were killed and 15 others injured when a speeding passenger bus crashed into a tree on the dhaka-khulna highway in chandra dighalia upazila of gopalganj early on friday morning. the deceased cop was identified as barishal metropolitan police member abdul alim, while the identities of the other victims are yet be ascertained, said nasir uddin, officer-in-charge of gopalganj sadar police station. alim was deployed to ensure security during the visit of the president and the prime minister to gopalganj on friday, he said. the accident occurred around 6am when the driver of the mongla-bound bus of didar paribahan lost control of the vehicle and crashed into the roadside tree, leaving four people dead on the spot, said the oc. monirul islam, one of the passengers hailing from khulna, claimed that the accident occurred due to reckless driving. oc nasir said that of the injured passengers, 10 were admitted to gopalganj general hospital while others received primary aid. of the injured, two people were transferred to khulna general hospital as their condition was serious, said md faruq ahmed, resident medical officer of the hospital.>",70
action_sequence,a 40-year-old man was killed after being hit by a covered van of a private company in the city’s paltan area on wednesday night. the identity of the deceased could not be known immediately. police arrested,"<a businessman was killed and his driver injured when a train hit a private car at an unauthorized level crossing at nalchata in kaliganj upazila of gazipur district on monday. the deceased was identified as sohel hasib khan, 50, son of ali azam of fuldi village in the upazila. saiful islam, sub-inspector of kaliganj police station, said the accident occurred in the morning when the dhaka-bound upukul express train from noakhali hit the private when it was passing the level crossing, leaving sohel dead on the spot. on information, police recovered the body and handed it over to his family.>",44
action_sequence,"a total of 7,221 people were killed in at least 5,514 road accidents across the country last year. as many as 15,466 others were injured in the accidents. accidents on waterways left 126 people dead and","<a 25-year-old university student was crushed under the wheels of a train in natore as he attempted to reboard it at abdulpur junction station on saturday morning. the deceased was identified as nuruzzaman entaj, son of advocate ishaq ali. he was a sixth semester law student of rajshahis barendra university. according to sheikh ziauddin bablu, station master of abdulpur junction, entaj was travelling with his father from pabnas ishwardi to rajshahi on a rohanpur-bound commuter train on saturday morning. entaj had disembarked from the train at abdulpur junction. as the train started to leave the station, entaj tried to get inside hurriedly. his hands slipped and met with the tragedy, said bablu.>",31
action_sequence,"four bangladeshis were killed in a road accident in medina on friday. the deceased were identified as suruj mia, 25, nura mia, 23, and ujjal mia, 22.","<an employee of partex group was killed as a truck hit him near bsti of tejgaon industrial area on thursday. the deceased was identified as zinnat ali, 54, of doulatpur upazila in kushtia district. he was a supervisor of partex group. sub-inspector (si) jahurul islam of tejgaon industrial police station, said the accident occurred around 8:00 am when zinnat was going to his workplace. local people rushed critically injured zinnat to samarita hospital where he was declared dead at around 8:25 am, jahurul said. police arrested the helper, who was driving the truck instead of its driver, and also seized the vehicle from the spot. the body was sent to shaheed suhrawardy medical college hospital for autopsy.>",62
action_sequence,"a truck carrying empty gas cylinders from shariatpur to dhaka lost control and overturned. two people were killed on the spot and three others critically injured. road accidents are common in bangladesh. at least 2,329 people, including 291","<a 29-year-old man was killed and another injured when a mud wall collapsed on their housing shed in the dighodha village of gazipur district in the small hours of friday. the deceased was identified as naim hossain of the village. sabed ali khan, acting station officer of kapasia fire service and civil defense, said the mud wall collapsed on the housing shed of the victims while they were fast asleep, leaving them injured. on information, firemen pulled both of them out of the debris and rushed them to kapasia upazila health complex where doctors declared him dead on arrival.>",29
action_sequence,"four people, including a mother and her daughter, were killed and 25 others injured in road crashes in sylhet and chattogram districts. in sylhet, a bus plunged into a roadside ditch in babubazar area of jakiganj","<at least four people have been killed and five, including an inspector of highway police, hurt in chattograms mirsharai, where a collision took place close to one hour before midnight. wednesdays accident occurred at 10:45pm at dakshin sonapahar of zorarganj as a covered van crashed into a cng-run auto-rickshaw. the identities of the deceased could not immediately be confirmed, mohammad khairul alam, officer-in-charge of zorarganj police station, told unb. before that, there was a crash involving a chattogram-bound bus and a dhaka-bound lorry. although there were no casualties, the drivers and passengers of the vehicles got into a heated debate. a team of highway police went to the spot to calm things down. also, four locals went to the scene on an auto-rickshaw. at this time, a covered van rammed into the vehicle and ran over highway police inspector monir hossain, killing four on the spot. locals rushed monir to the hospital in a critical condition. he was later shifted to chittagong medical college hospital as his condition worsened, khairul said.>",53
action_sequence,"a total of 142 people were killed and 324 others injured in 95 road accidents across the country during eid journeys. the accidents took place from may 30 and june 9 on roads, highways, and inter-district and regional roads across the","<two motorcyclists were killed when a vehicle hit their motorbike on the dhaka-chattogram highway near kanchpur bridge early sunday, said police. the deceased were identified as srabon reza, 18, son of selim reza and amir hamza, 18, son of abdur rashid bhuiya of siddhirganj area. akm sharfuddin, in-charge of shimrail police station said the accident occurred in the dead of night when an unknown vehicle hit the motorbike carrying two people, leaving them injured. later, they were taken to dhaka medical college and hospital and a private hospital in dhaka where they succumbed to their injuries early sunday. police are trying to identify the driver of the vehicles, said nabir hossain, officer-in-charge of kanchpur highway police station.>",39
action_sequence,"motorcyclists killed in separate road accidents in tarakanda, sadar and phulpur upazilas. two motorcyclists were killed when a bus hit their vehicle in kakni area.","<nine people were dead and around 50 injured in a head-on collision between two buses on rangpur-dinajpur highway in taraganj upazila of rangpur early today (september 5, 2022), said police. the identities of the deceased couldnt be ascertained immediately. the accident occurredaround 12:30 amwhen the dhaka-bound bus of islam paribahan collided with a bus of joyana paribahan coming from the opposite direction during heavy rain on the highway, near kharubhaj bridge in ikorchali hajipara area, said mahbub morshed, officer-in-charge (oc) of taraganj highway police. the accident left five dead on spot and more than 50 injured, he added. fire service men rescued the injured and rushed them to rangpur medical college and hospital where four more people succumbed to their injuries, said the hospitals emergency department physician md farhaduzzaman. besides, the condition of two injured is also critical, he added.>",39
action_sequence,"two bangladeshis were hospitalized with injuries following friday’s (june 2, 2023) train crash in india. families of four train passengers contacted us from bangladesh and said they (the four bangladeshis) are still missing.","<the fire that quickly tore through a slum in the capitals hazaribag wednesday was brought under control after nearly one hour, authorities said. fortunately, no casualties were reported till the filling of this report. earlier, the blaze began at 6:15pm at a slum in bottola, md shahjahan shikdar, deputy assistant director (media cell) of fire service and civil defence, said. on information, ten firefighting units responded to the fire and the responders could tame the flames at 7:30pm. the reasons for the fire mishap and the extent of damage could not be confirmed immediately, shahjahan said.>",21
action_sequence,"kishore kumar paul, 55, was an assistant professor of botany department of the college. he was killed on khulna-jashore road in front of damodor government primary school.","<two friends were killed as their motorcycle lost control and fell into a roadside ditch in durgapur union of gopalganj sadar upazila on monday.the deceased were identified as tarikul sheikh, 30, son of bablu sheikh of bedgram in gopalganj municipality, and apurba roy, 32, son of prafulla roy of katbarari village in durgapur union, said sheikh md nasir uddin, officer-in-charge of gopalganj sadar police station.apurba used to work at bangabandhu sheikh mujibur rahman university of science and technology in gopalganj, while tariqul ran a business. it remains unclear as to which of the two friends the motorcycle specifically belonged to, or who was riding it at the time of the accident.the accident occurred around 3:30pm when their bike lost control while speeding near the busy gopalganj-kotalipara road and fell into the ditch, the police officer said. they both died from the severe injuries they sustained, and were duly declared dead by a doctor on arrival at gopalganj general hospital, added the oc.>",30
action_sequence,"the deceased was identified as mohammad shakil, son of rahman and a 11th class student of cantonment college. the accident took place at shiromoni badamtola in the city on sunday night.","<four people were killed and another injured when a truck crashed into a cng-run auto-rickshaw in ukhiya upazila of coxs bazar district on saturday, police said. three of the deceased were identified as salema khatun, 45, wife of joynal, anwar islam, 25, son of gura mia, and bidhu dhar, 52, son of manindra dhar of the upazila, while the identity of another could not be known immediately. sheikh mohammad ali, officer-in-charge of ukhiya police station, said the accident occurred in the morning at hijolia when the coxs bazar-bound truck hit the cng-run auto-rickshaw, leaving five people injured. the injured were taken to the local upazila health complex where doctors declared four of them dead. road accidents in bangladesh as many as 2,329 people, including 291 women and 381 children, were killed and 4,361 others injured in 2,159 road accidents across the country in the first half of the current year, according to a report. the road accidents occurred on various highways, national, inter-district and regional roads between january 1 and june 30 across the country. shipping and communication reporters forum (scrf), a platform of journalists, prepared the report based on news carried by 22 national dailies, 10 regional newspapers and eight online news portals and news agencies. meanwhile, as many as 739 people, including 109 children, were killed and 2,042 others injured in 632 road accidents across the country in july. of them, 251 people died in motorbike accidents alone, which is 33.96% of the total fatalities, road safety foundation said in its latest report released on august 6. road safety foundation prepared the report based on the reports of nine national dailies, seven online news portals and electronic media.>",56
action_sequence,"the deceased were identified as rabeya khatun, 80, her son lal mia, 55, sahara banu, 65, and auto-rickshaw driver rafikul islam, 50. police seized the bus but its driver","<two people died from electrocution in bandar upazila of narayanganj on friday, police said. the deceased were identified as hridoy ,18, son of sheikh sadi of rampur village of purbadhala upazila of netrokona and hanif ,20, son of bachchu mia. md shafiq, a co-worker of the victims, said the piling work of an under-building was going on in madanpur of narayanganj port. hridoy and hanif got a massive electric shock when they came in contact with a live wire while going to start an electric motor at the working site around 7 pm on friday. they were rushed to dhaka medical college hospital where doctors declared them, shafiq said. the bodies were kept in the hospital morgue for autopsies, inspector bachchu mia, in-charge of dmch police outpost, said.>",50
action_sequence,"sazzad hossain, 24, was killed and 20 others were injured when a rangpur-bound bus collided head-on with another bus. in another incident, taj mohammad, 32, a supervisor of a bus,","<three bangladeshi expatriate workers were killed as a private car carrying them plunged into a ditch near taif city in saudi arabia on thursday, according to their relatives here. the deceased were identified as md faruq khan, 23, his brother md parvez, 21, and md saddam, 21, of cumilla district. they used to work at an aluminum factory in taif city. faruqs family member md farid said the accident occurred on thursday afternoon (bangladesh time) when the car driving from qassim city plunged into a roadside ditch losing its control over steering near taif city. the three died on spot and two others were injured. the injured are undergoing treatment at a local hospital, he said on friday. faruq and saddam went to saudi arabia three years ago while parvez six months ago to earn their bread. assistant director of cumilla manpower export directorate debobrata ghosh said they will assist the victims families to bring the bodies back to the country.>",46
action_sequence,a 55-year-old female lawyer was killed and another injured when a bus hit a motorbike on hanif flyover in dhaka’s jatrabari area. the deceased was identified as parveen sult,"<two bikers were killed after police said a speeding truck ran over them on radipara highway in khulnas fultola upazila thursday. the identities of the deceased could not immediately be confirmed. the accident happened around 7.15pm when the khulna-bound truck rammed into the motorbike and ran over the bikers who were going to jashore, md illias talukdar, officer-in-charge of fultala police station, said. the bikers died on the spot and their bodies were sent to khulna medical college hospital morgue for autopsies, he added.>",44
action_sequence,police dump around 30 three-wheelers running on jashore-benapole highway into a pond near navaran highway police camp. they are conducting a special drive on the highways following the government’s move to strictly control,"<a man and his 11-year-old son riding a bycycle died after being hit by a speeding truck in nakla upazila of sherpur on tuesday morning. the deceased were identified as hanif mia, 42, a farmer, and his son, piyash, a student of class v, both residents of kalapara village in the upazila. the accident occurred around 7.30am as hanif was taking piyash to school on his bicycle, police said. the sherpur-bound speeding truck hit the bicycle from behind near rais uddin academy, said md mushfiqur rahman, officer-in-charge of nakla police station. hanif died on the spot, while piyash succumbed to his injuries at mymensingh medical college and hospital, said the oc. the truck has been seized though its driver managed to flee. a case will be filed in this regard, said oc mushfiqur.>",26
action_sequence,"a goods-laden truck hit the laxmipur-bound cng-run auto-rickshaw, leaving its passengers and the driver dead on the spot. the deceased were identified as shah alam, his wife nasima beg","<a cop taking a stroll near a police patrol van parked along the busy gobindaganj regional highway in dinajpur was fatally knocked down by a speeding truck early on tuesday. the deceased was identified as omar faruk, a constable posted at ghoraghat police station as a driver. he was originally from phulbaria union in gaibandha. the accident occurred at nitai saha point on the gobindaganj regional highway. at the time, a patrol team of ghoraghat police station was on duty on the highway. the truck hit faruk as he was taking a stroll near the parked van, leaving him dead on the spot, said abu hasan kabir, officer-in-charge of ghoraghat police station. the driver of the truck fled the spot, leaving the vehicle behind. but his helper has been detained. the truck was also seized, said the oc.>",59
action_sequence,"bus was on its way to dhaka from thakurgaon. driver lost control after one of its front wheels punctured. it then rammed into the railing of a bridge, leaving several of its passengers injured.","<a passenger bus collided saturday with emergency teams handling an earlier road accident in southern turkey, leaving at least 15 people dead and nearly two dozen injured, officials said. three firefighters, two paramedics and two journalists were among those killed on the highway between gaziantep and nizip, interior minister suleyman soylu tweeted. the other eight fatalities were on the bus, he added. gaziantep gov. davut gul said 22 other people were injured in the incident. the ilhas news agency said two of its journalists were killed after pulling over to help the victims of the initial accident, in which a car came off the highway and slid down an embankment. television footage showed an ambulance with severe damage to its rear while the bus lay on its side alongside the highway. turkey has a poor record of road safety. some 5,362 people were killed in traffic accidents last year, according to the government.>",40
action_sequence,at least four people were killed and more than 15 others injured when a commuter bus crashed into a truck. the identities of the deceased could not be known immediately. the accident occurred around 4.30am when the ‘binim,"<rapid action battalion (rab) wednesday arrested the operator of the crane that tilted to one side and dropped a concrete girder on a passing car, crushing five of a family to death in dhakas uttara. the elite force also arrested the operators assistant, a security guard of the contractor firm and six others from dhaka, gazipur, sirajganj, and bagerhat in a case filed over the accident, asp imran khan of rab headquarters (media wing) said. monday, a brt (bus rapid transit) project girder came crashing down on the car near uttaras jasimuddin road when it was being moved onto a trailer, suggesting the use of cranes of insufficient strength in the project. rubel, 50, fahima, 40, her sister jhorna, 28, and jhornas two children jannat, 6, and jakaria, 2, got crushed inside the mangled car. fortunately, a newlywed couple rubels son hridoy, 26, and his wife ria moni, 21, also travelling with them escaped death. it came exactly one month after a worker was killed by a falling crane in the gazipur part of the brt project, and last year six workers escaped with injuries after a part of a launching girder collapsed near them, close to hazrat shahjalal international airport in dhaka. a case was filed at uttara west police station over mondays accident accusing the crane operator, contractor company china gezhouba group corporation and unnamed people.>",43
action_sequence,three people were killed in separate road accidents at koiargachi of sadar upazila and at murotola of shailkupa upazilla on saturday. the deceased were identified as shakil hossain,"<two men were killed and three others injured when their auto-rickshaw crashed into a truck parked along the tangail-mymensingh highway in ghatail upazila of tangail early on tuesday. the deceased were identified as shahjahan ali, 65, from kashtala village, and nepal chandra saha, 62, from the hamidpur saha para area, said azharul islam, officer-in-charge of ghatail police station. all the victims were occupants of the auto-rickshaw. the injured -- auto driver ratan, 23, and passengers, maruf, 20, and tahira, 4 -- are being treated at the upazila health complex, he said. the accident occurred in the early hours of tuesday near the najunbagh area of the upazila when the victims were returning from a wedding at andipur village in ghatail sadar union, said oc azharul. the bodies have been handed over to the families following legal procedures, he said.>",61
action_sequence,"accident occurred on dhaka-khulna highway in the dumdia area of gopalganj's sadar upazila. one of the deceased was identified as bachchu molla, 50, son of majid","<a popular bike enthusiast returning home on his two wheeler died after being hit by a speeding vehicle underneath the banani foot bridge in the capital on monday night, police said. the deceased was identified as jamil ahmed shubho, 25. he used to host a facebook group -- bike bd -- after finishing his higher studies from southeast university, said his friend chinmoy. the accident occurred around 11.30pm. the vehicle hit shubhos bike at high speed, leaving him dead on the spot, said md nure azam, officer-in-charge of banani police station. the body was recovered and sent for an autopsy. a case has been filed under road transport act, 2018, said oc azam.>",56
action_sequence,"a man was killed and ten others were injured when a bus overturned at haripur in paba upazila on friday. the deceased was identified as shawkat ali, 30.","<a six-member panel probing the dhaka bus rapid transit (brt) girder tragedy has submitted a preliminary report to the government, unb has learnt. on monday, five members of a family, including two children, were crushed to death after a girder of the brt project in uttara fell on their private car. a newlywed couple also travelling with them, fortunately escaped death. on monday itself, the ministry of road transport and bridges formed the six-member probe committee to investigate the tragedy. nilima akhter, additional secretary of the road transport and highways division, has been made the head of the committee. the panel has been asked to submit a full report within the next two days. meanwhile, a police case has been filed in connection with the tragedy that occurred around 4.15pm when the girder of the gazipur expressway fell on the car from a crane while it was being moved in front of gazipur paradise tower. the fir for causing death due to negligence does not name anyone but lists the crane operator and the company responsible for the project, china gezhouba group co ltd, police said. the case was filed at uttara west police station on monday night on a complaint from afran mondol, the brother of two of the deceased -- fahima and jhorna, said md mohsin, the stations officer-in-charge. the crane operator and china gezhouba group co ltd have been listed in the fir, said the oc. police will investigate if the negligence of the crane operator and others concerned led to the accident. the deceased were identified as rubel, 50, fahima, 40, her sister jhorna, 28, and jhornas two children jannat, 6, and jakaria, 2, said yeasin gazi, inspector of uttara west police station. rubels son hridoy, 26, and his wife ria moni, 21, escaped with serious injuries and were rushed to a local hospital. they are currently out of danger, said the officer.>",63
action_sequence,accident took place on dhaka-mymensingh highway at habirbari in bhaluka upazila. the identities of the deceased could not be known yet. police rushed to the spot and seized the truck but,"<the fire that broke out at a plastic factory in kamalbag area of old dhakas chawkbazar on monday has been brought under control. the fire started around 12 pm but the origin could not be known immediately, said anwarul islam, wearhouse inspector (media cell) of fire service and civil defense headquarters. on information, ten firefighting units rushed to the spot and brought the blaze under control around 2:20pm, added the inspector.>",50
action_sequence,an india-bound freight train hit a microbus at darshana on sunday night. border guard bangladesh troopers rescued and took them to chuadanga sadar hospital. three of the injured are in critical condition.,"<at least nine people were killed and 18 others injured on saturday when a microbus overturned on a highway in upper egypts province of minya, said the egyptian authorities. the accident took place in the early hours of saturday as a result of excessive speeding, which led to the explosion of the front tire of the microbus and caused it to overturn several times, minya governor osama al-qady told xinhua. the microbus carrying 27 passengers, including 13 children, was coming from sohag province in upper egypt, crossing minya and heading to the capital cairo through the desert road, the governor said. fifteen ambulances were sent to the scene after the incident, said the governor, adding that ten of the 18 injured passengers had been discharged from the hospital. road accidents in egypt claim thousands of lives every year. earlier in august, a collision between a microbus and a truck in sohag left 17 people dead. over the past few years, the country has been upgrading its road network, building new roads and bridges, and repairing old ones to reduce traffic accidents>",43
action_sequence,"a local journalist and his wife were killed while their two children injured after being run over by a speedy bus. the deceased were identified as rafiqul islam jinnah, 50, a correspondent of local newspaper the daily satmatha","<the certificate award ceremony of the no. 11 aircraft accident investigation course of bangladesh air force (baf) was held at the flight safety institute in dhaka thursday. assistant chief of air staff (maintenance) air vice marshal sade uddin ahmed attended the ceremony as chief guest and distributed certificates to the student officers. twelve student officers participated in this course over 17 working days. of the participants, five officers were from baf two each from bangladesh navy, sri lanka air force, tanzania air force and one from pakistan air force. lieutenant commander md shahnur talukdar munna of bangladesh navy secured the first position in the course, according to the inter service public relations (ispr) directorate. senior baf officers,( guests from bangladesh army), bangladesh navy and the pakistan high commission were present at the ceremony.>",23
action_sequence,"a truck driver and his assistant died in alamdanga upazila in chuadanga on monday as the vehicle turned over and fell into a roadside canal. the deceased were identified as alamin, the truck driver, son of wah","<a nurse died after falling off the rooftop of a four storeyed building in sabujbagh area in the capital saturday. the deceased was ataul karim apu,50, a nursing staff of dhaka medical college and hospital (dmch), said firoza parvin, a senior staff nurse of dmch. apu slipped on the wet floor and fell down around 6:30 am when he went to the rooftop of his house for physical exercise . he was rescued by neighbours and taken to dmch in a critical condition where doctors announced him dead around 9 am, said inspector bacchu mia, in-charge of dmch police outpost. the body has been sent for an autopsy.>",38
action_sequence,"dr akhter jahan ruma, 28, was an opthamologist working at an eye hospital in osmaninagar of sylhet. the accident took place around 4:45 am when a bus of ‘green","<a poland-registered bus carrying pilgrims to a shrine in bosnia skidded from a highway in northern croatia early saturday, killing at least 12 people and injuring several others, police and officials said. croatian police said on twitter that in the skidding of a bus with polish license plates, according to initial information from the field, 11 people died and several were injured. officials said one more passenger died later in a hospital and that the bus was carrying 43 people. croatias state hrt television reported that about 30 people were injured, many seriously. it said the most likely cause of the crash was the driver falling asleep. the broadcaster showed video of a smashed blue bus in a ditch next to the highway. the bus was traveling in the direction of zagreb, croatias capital. polish prime minister mateusz morawiecki said the bus was taking pilgrims to the catholic shrine in medjugorje, a town in southern bosnia. the shrine is europes third-most popular pilgrimage destination after lourdes and fatima, although the vatican has not verified any of the reported miracles that witnesses claimed to have seen there. this morning, i spoke about the details of the tragedy with croatian prime minister andrej plenkovic, who assured the full support of croatian medical services, morawiecki said on facebook. i recommended our consular services to organize a support organization for the families of accident participants. croatian interior minister davor bozinic said the bus originated from a place near warsaw and that according to some information, it was carrying pilgrims to medjugorje. the accident happened at 5:40 a.m. local time (3:40 a.m. gmt) some 50 kilometers (30 miles) north of zagreb, on the a-4 highway, which is busy during the peak of the tourist season. rescue teams were sent to the location of the accident that an investigation what caused the accident was ongoing, croatian media reported.>",51
action_sequence,"seven people, including a man and his daughter, were killed and 21 others injured in road accidents in manikganj, rajshahi, bogura, satkhira and dhaka districts. a covered van hit a motorbike","<a 21-year-old student succumbed to injuries on friday, raising the death toll to 12 from the accident involving a running train hitting a microbus stuck on a level crossing in mirsharai upazila in chattogram, a hospital doctor said. the deceased was identified as ayat hossain, of hathazari upazila, a passenger of the ill-fated microbus. ayat died around 2:30 pm while undergoing treatment at chittagong medical college and hospital (cmch) for the last seven days, said cmch neurosurgery department head prof dr sm noman khaled chowdhury. dr noman said ayat was treated at the intensive care unit (icu) as his oxygen saturation was very low. he suffered severe head and neck injuries in the accident. his condition started to deteriorate this morning, he added. on july 29, eleven people, all aged 20 to 30, died after a speeding express train hit the microbus carrying them at a level crossing in mirsharai. seven of them were ssc and hsc examinees, while three of them were young teachers from a coaching centre named r&j private care and another was the microbus driver. they were returning home at aminbazar area of hathazari after a tour of the khoiyachora waterfall in the hills of mirsharai, according to accounts of rescue workers. the chattogram-bound mahanagar provati express from dhaka ploughed through the microbus, dragging it around a kilometre down the railway track.>",40
action_sequence,"touhidul islam, 35, amin sheikh, 48, and almas alim, 55, were killed. the accident occurred on boda-debiganj highway at kalurhat kathari in debiganj upaz","<at least 17 people were killed and four others injured late tuesday in an accident involving a micro bus and a truck on the desert road of sohag province in southern egypt. fifteen ambulances rushed to the scene of the accident to take the injured to the sohag public hospital, tarek al-fiqy, governor of sohag, told xinhua. initial investigations blamed the high speed of the microbus driver for the accident when he attempted to avoid collision with the coming truck from the opposite side, he added. road accidents are common in egypt because of poorly maintained road infrastructure and loosely enforced traffic regulations. over the past few years, egypt has been upgrading its road network, building new roads and bridges, and repairing old ones to reduce traffic accidents.>",43
